x,y
52.1845587,0.114071298
52.20985039,0.100486327
52.15979068,0.107118831
52.1854887,0.130482777
52.20068969,0.169830051
52.22181076,0.094113528
52.22153518,0.138387175
52.20778447,0.143576298
52.20252567,0.147280323
52.22445827,0.144492659
52.21220208,0.127746534
52.21480148,0.169489853
52.19987094,0.103604672
52.19516011,0.1732893
52.1946162,0.120649921
52.17096066,0.129558803
52.21665572,0.095331177
52.22758635,0.139738108
52.19570875,0.136887169
52.17024759,0.157088314
52.17783982,0.127187796
52.22246701,0.141476774
52.19669437,0.127628045
52.18372115,0.180228903
52.16863577,0.113194362
52.20601774,0.111365264
52.21325771,0.089322128
52.20638602,0.113609157
52.21299572,0.081775541
52.19210553,0.112266401
52.19323817,0.134097517
52.20334106,0.141429961
52.21485535,0.117304806
52.22302983,0.156272128
52.19698085,0.153227303
52.21503136,0.1133392
52.16866694,0.125732505
52.17533448,0.131639534
52.21419442,0.136820751
52.20734239,0.131567157
52.23018661,0.124937517
52.22880448,0.145291445
52.18760182,0.103542886
52.19958927,0.161680366
52.22071008,0.141965838
52.1911704,0.142746
52.17204736,0.14571531
52.19039864,0.150437231
52.22281594,0.142781149
52.17047353,0.126800541
52.21268735,0.124275437
52.17130638,0.161651551
52.2065395,0.078371401
52.22538316,0.13341376
52.18067291,0.133597618
52.16938458,0.156473053
52.20691042,0.093997568
52.18067652,0.108230436
52.22958718,0.134616784
52.20211532,0.105076469
52.20066816,0.166511521
52.18079311,0.117595599
52.18596804,0.141558611
52.21341758,0.104096702
52.21604544,0.083719151
52.18271576,0.160612703
52.1793094,0.113098171
52.18253766,0.153543064
52.22860536,0.148405348
52.17391341,0.130062845
52.22400506,0.132754792
52.22529394,0.111673435
52.18499732,0.166246603
52.17564068,0.13396118
52.18123298,0.143473748
52.17406058,0.101641694
52.21233961,0.074632187
52.23297865,0.160593805
52.19049388,0.109447219
52.17495963,0.141738999
52.16925156,0.14683694
52.21802889,0.156739843
52.21120169,0.081298279
52.21866247,0.089118036
52.1830885,0.106378476
52.20762094,0.099790151
52.18557928,0.151636862
52.17235798,0.165230179
52.22389464,0.133629542
52.16926475,0.151990956
52.20365915,0.115804599
52.19496339,0.11162696
52.18172134,0.15278298
52.18165292,0.168788587
52.20614724,0.096889142
52.1855812,0.122547111
52.22148426,0.135063708
52.21363779,0.12364899
52.23014613,0.118978175
52.17594597,0.136397108
52.18330374,0.146272081
52.21121993,0.141909013
52.21531648,0.16211148
52.1957495,0.167000279
52.18296323,0.133528708
52.17694119,0.160260534
52.19061651,0.155108533
52.17789352,0.107786361
52.20940786,0.113663528
52.23179162,0.124880208
52.21390366,0.121830699
52.18155825,0.160548204
52.21595448,0.111851166
52.17766291,0.117772762
52.19109404,0.156893042
52.23352121,0.124791636
52.20774054,0.133733757
52.20804251,0.124825023
52.20118386,0.174766342
52.18485766,0.178753769
52.17681634,0.101672063
52.20496123,0.086847195
52.21864739,0.131370083
52.20616532,0.08351033
52.18603098,0.107028437
52.2059421,0.145657906
52.21194523,0.089686711
52.18740771,0.167344917
52.19189374,0.13529038
52.19724238,0.107191882
52.1858096,0.172272988
52.19106362,0.165836775
52.1762492,0.113013173
52.19583067,0.159947645
52.20760302,0.147002473
52.17418885,0.176958564
52.21927428,0.159763613
52.16898863,0.159505869
52.21825321,0.148070092
52.20863934,0.091345991
52.21525674,0.104825394
52.17700594,0.135449903
52.20859085,0.077561248
52.17801561,0.118317319
52.22738066,0.149108089
52.19672756,0.119813294
52.17992262,0.148045821
52.19850037,0.173035151
52.15892904,0.105111841
52.21348524,0.131873155
52.23309121,0.124667036
52.22345242,0.097003213
52.18869729,0.163763826
52.1830727,0.129689902
52.23085221,0.142266969
52.20520805,0.148106838
52.22231336,0.142430541
52.21650594,0.106205477
52.23263968,0.159388732
52.20819319,0.159772027
52.21301182,0.11462197
52.222226,0.148594013
52.17112036,0.115458599
52.22650207,0.127292562
52.21882696,0.128132893
52.17724176,0.134367841
52.21606502,0.124356387
52.21842326,0.132280333
52.19514704,0.136536886
52.16707698,0.10914729
52.19413868,0.181622785
52.22365809,0.137088066
52.21854889,0.151719886
52.20105499,0.101725995
52.20278816,0.144567787
52.20940297,0.085425265
52.17380003,0.15399448
52.2286372,0.135335159
52.17694368,0.143223598
52.21468108,0.120830069
52.16683271,0.114296565
52.18577999,0.142546685
52.21669561,0.154708024
52.23351197,0.127599808
52.20036496,0.179057053
52.21993952,0.099625522
52.18367677,0.11207703
52.16948968,0.12406158
52.17135111,0.115677365
52.1868885,0.138431261
52.19477078,0.136128185
52.18463942,0.127996786
52.19431991,0.128501428
52.21274935,0.077507269
52.18712645,0.173975219
52.21308305,0.100332798
52.17930676,0.1799775
52.22523631,0.106012581
52.19289591,0.152226025
52.21438843,0.156662516
52.22328075,0.147521789
52.16992232,0.122232138
52.17924663,0.179499726
52.22717323,0.103474667
52.23248458,0.155000111
52.22884542,0.120486507
52.21434637,0.166190051
52.22726809,0.125077087
52.18784469,0.12373288
52.15995984,0.108271384
52.20397959,0.110133855
52.17426949,0.107149223
52.21644065,0.077582586
52.17275764,0.164179666
52.23229218,0.131375532
52.18799351,0.167286872
52.16845168,0.153532683
52.17240106,0.168349402
52.23182017,0.128518992
52.22463488,0.116573173
52.22069405,0.132487621
52.2311351,0.156069702
52.1921635,0.12743436
52.23395009,0.156045037
52.16221929,0.109621823
52.21364504,0.101280002
52.20740495,0.086935415
52.21396346,0.12317131
52.20703059,0.123668913
52.18777777,0.132347669
52.21392555,0.098353103
52.20375083,0.09953508
52.20159023,0.107643141
52.17550546,0.112294263
52.23258744,0.159845448
52.19627034,0.111851133
52.19447177,0.158892813
52.19029007,0.149309925
52.18212106,0.164406124
52.20964266,0.163483386
52.21163147,0.147570956
52.20672261,0.134509862
52.20335241,0.158947517
52.21767519,0.13639536
52.21885965,0.110477024
52.19869679,0.153922159
52.19862019,0.115276261
52.19646178,0.115322652
52.17089024,0.142612463
52.20240879,0.086346814
52.18607997,0.106541305
52.17435367,0.107672062
52.17638952,0.150801912
52.21591434,0.121026783
52.21101391,0.166035084
52.18555358,0.158880934
52.2117732,0.093236485
52.18589298,0.172850247
52.19439103,0.139809102
52.18913249,0.161292662
52.20282895,0.144678468
52.18621003,0.104981436
52.17764339,0.1138898
52.20371117,0.10282959
52.21891621,0.122449185
52.17264022,0.151421798
52.19074232,0.120479537
52.21263151,0.110994349
