x,y
52.35380483,13.64937676
52.64030406,13.47253715
52.43398348,13.13901779
52.50070492,13.31807618
52.49044566,13.35045512
52.47851989,13.17414785
52.43282355,13.37111253
52.4513134,13.59628876
52.40327538,13.31444943
52.42342152,13.50084304
52.41575141,13.51852721
52.51406525,13.40561035
52.59019283,13.3026816
52.51400523,13.4417717
52.44611483,13.22525282
52.54942103,13.55829949
52.61938421,13.22130986
52.44762979,13.1865513
52.63130885,13.51257309
52.4869591,13.34783805
52.56586631,13.42150725
52.42584933,13.17457941
52.50133898,13.30392921
52.39148734,13.38595832
52.38206878,13.6525482
52.54052126,13.18711852
52.38541783,13.59932583
52.47974756,13.3925161
52.51443559,13.45015154
52.51578042,13.29265585
52.53736304,13.22173865
52.58388997,13.30441233
52.46701114,13.34189287
52.54170256,13.15620516
52.41450118,13.5754632
52.45174722,13.6018301
52.45015479,13.5848465
52.52896758,13.27177095
52.44479717,13.174725
52.38012506,13.64516683
52.50015311,13.41710906
52.45948665,13.28519215
52.57864462,13.42478374
52.38652648,13.62814992
52.44606341,13.18232491
52.61601447,13.46612235
52.58436138,13.39836676
52.55429156,13.20789142
52.63851552,13.27554946
52.61236449,13.38627217
52.38150882,13.6853742
52.42693977,13.44776047
52.62193601,13.43564628
52.443042,13.69392512
52.42422865,13.63592107
52.41265258,13.6349723
52.49454329,13.27848098
52.60423426,13.27073383
52.45599135,13.19281367
52.46417145,13.22317527
52.54937968,13.58403867
52.60405298,13.31747017
52.4409008,13.72333037
52.60390411,13.22038858
52.50024297,13.17248761
52.45957719,13.63772314
52.40088843,13.62740367
52.56149022,13.51363016
52.46716071,13.37908162
52.56752834,13.16991073
52.45482907,13.66430982
52.52306231,13.45406115
52.46733509,13.33155299
52.44957929,13.43400359
52.48177979,13.54838088
52.59214572,13.44764883
52.45508692,13.44964826
52.42647854,13.59701276
52.4528728,13.51854651
52.51921034,13.53491149
52.40325142,13.50734425
52.4980707,13.31078829
52.46566028,13.18455913
52.45388284,13.65631449
52.45191358,13.34245288
52.58795832,13.49309429
52.42246752,13.45640722
52.47983661,13.56838437
52.48385848,13.18612995
52.4154938,13.60960571
52.61774293,13.50160962
52.47884545,13.26760238
52.42979953,13.39161863
52.57573583,13.44705915
52.52461628,13.12455782
52.39939787,13.41187779
52.4070195,13.63601191
52.39788338,13.55983967
52.40169757,13.37429366
52.5360309,13.47103291
52.50023236,13.20077937
52.51972715,13.23631328
52.52056704,13.31140143
52.56049796,13.14712115
52.50551858,13.18823959
52.42237712,13.48291879
52.54921025,13.35823981
52.51215977,13.28572786
52.44892653,13.37947125
52.39240062,13.41279744
52.43883852,13.55793728
52.42888731,13.54205408
52.61474147,13.22309998
52.53863339,13.13428798
52.52995669,13.38088833
52.46531306,13.64217207
52.42068276,13.14116935
52.44571968,13.74979268
52.5348406,13.29924229
52.58952691,13.41864154
52.62211762,13.28559571
52.54757983,13.39033243
52.38012477,13.67693492
52.55399468,13.35929835
52.48386997,13.35331094
52.53316924,13.13265575
52.55233251,13.52927696
52.50897376,13.54730344
52.46907133,13.46617409
52.59720166,13.41595801
52.45764101,13.22016896
52.53572059,13.28566412
52.427909,13.14746923
52.40706851,13.56173198
52.53571544,13.39008806
52.50925821,13.20230945
52.57755269,13.41906029
52.45090159,13.64162928
52.47132243,13.54353935
52.54239783,13.21878685
