latitude,longitude
35.90289415458543,139.93826341650205
35.903026210113815,139.9344199540918
35.90309957524943,139.93490959237164
35.90453934296571,139.93592638148831
35.90111100969732,139.93758817588414
35.9008679031417,139.93324381860018
35.9035507902494,139.93320909535885
35.904231270889014,139.9381755638892
35.90281608515459,139.93852593021415
35.900143431505214,139.93677020497825
35.90062361738164,139.93650822821456
35.90370780863427,139.9370444700979
35.9032597892485,139.9380605767625
35.902555098791495,139.9331192500515
35.901001646665335,139.9328480152761
35.90195435962171,139.93700823696963
35.90218481802492,139.93278569535883
35.89970104103355,139.93559833077583
35.901601923072796,139.9373606500942
35.90120504145457,139.93436405079456
35.90373818376938,139.93863503573274
35.901728473377,139.93214936569052
35.90464359600758,139.9355677789381
35.90380714846701,139.93433722525057
35.90407583991406,139.93511707791703
35.90262628514285,139.932079286574
35.90318958413129,139.9394409899401
35.90310402336684,139.93719024769388
35.90388643370611,139.93631640877322
35.90214889976337,139.9348027677744
35.90031215544493,139.9351064332805
35.90409518895381,139.93394734401812
35.90339505904083,139.93309022819048
35.900555801465046,139.93614552302301
35.89898565323491,139.93278260346625
35.89863168612865,139.9332317364815
35.902002746182816,139.93281220761205
35.903082906922485,139.93517478430127
35.90132061134531,139.93878139959236
35.90413560003042,139.93495175765906
35.90021410623028,139.933594839799
35.89999713082628,139.93429586994347
35.904213827113445,139.93761719595366
35.903412553101035,139.93385762245282
35.89995582100894,139.93304532752722
35.90245019480974,139.93909153588731
35.89954408824112,139.93281512305862
35.90366576742303,139.93728506297646
35.90178389128206,139.93579512001605
35.903414092572206,139.93831680616245
35.903319286728085,139.93777380140477
35.89904718760416,139.93307961539284
35.90247266360974,139.93988830631864
35.904417432357434,139.93483582325666
35.902141758050846,139.93521557814339
35.903197871131994,139.9380430342398
35.90194397225433,139.93330887579603
35.90397829887194,139.9379838639615
35.90395725460372,139.93655025572343
35.9022353829539,139.94057309055916
35.90333027982667,139.93358221039915
35.90294767519849,139.93587358863692
35.899359684789026,139.93470801129658
35.90384640996505,139.93675663499633
35.902731863244476,139.93319264135027
35.90148862965414,139.932730112086
35.902166161956686,139.9321774094796
35.90252296874863,139.94001298898235
35.90282389957585,139.93411183384475
35.900253976639284,139.93758844117585
35.902252549923446,139.93330111094934
35.90293617340309,139.93741456683367
35.90312233608212,139.93598428895663
35.9028520446079,139.938851762589
35.90146232815803,139.93680187642937
35.90316198376838,139.93800701611642
35.90310656472871,139.93236299240698
35.90145942045725,139.93820418681935
35.900282915228686,139.9370656309883
35.90020531924071,139.93312299117423
35.90289914869876,139.93221450193002
35.900215467559384,139.93249498222187
35.90234768353929,139.93500032085853
35.90073786800834,139.93733089219612
35.90171760535,139.93325560738987
35.90130274594821,139.93628764043754
35.90446699830043,139.9360528711136
35.902269782095075,139.93893794228492
35.90030769947356,139.9366104993212
35.900415628769146,139.9377230924722
35.903490347192154,139.93549628449472
35.90119469406358,139.93328387437404
35.899050699419575,139.93273693294867
35.902430840327284,139.93685568139225
35.9014182728658,139.93860182729136
35.904751032367045,139.93603303481606
35.90275850909109,139.9359922289037
35.90042755725984,139.93231262350253
35.90125642318144,139.93840723661472
35.90393828702419,139.9375871051379
35.903908163950504,139.9362979307203
35.89974834032774,139.93266824654523
35.900747304706236,139.9325430163133
35.90206034688951,139.93376201701224
35.90155171111866,139.9363339297972
35.90220867815996,139.9333838884112
35.90207746688886,139.936952439582
35.899574712883734,139.93533094081417
35.899798631152805,139.93545301097316
35.903419689614566,139.93604597577092
35.90113056508259,139.9330338777283
35.902642302673335,139.93506247605887
35.90160162340888,139.93922127470915
35.90390184671979,139.93667402584248
35.90242098207689,139.9369336079368
35.90287306679118,139.9374973649408
35.90352213017775,139.93716701852154
35.89879183100017,139.93376759674518
35.90172411857879,139.9363924142795
35.9003445293314,139.9327131681839
35.90321586026911,139.939185312605
35.901691847433746,139.93563791548362
35.90194697464204,139.93769560068867
35.900262076596945,139.9337266611532
35.89961579502835,139.93492946043165
35.90461245279806,139.93778547289457
35.902310715266594,139.93468832099146
35.90265594117361,139.93361075389726
35.899932864853106,139.93351072896544
35.90495379636777,139.93580540925478
35.901807462553066,139.93443725675135
35.90351402189176,139.9357683659531
35.90413871712165,139.93380948774973
35.90110007350336,139.93336582830483
35.90181071344455,139.93951290350356
35.90135353260165,139.9328538710414
35.903776921650156,139.93323658723384
35.900730011299224,139.93599891684477
35.898832603297855,139.93307989622969
35.90167469528996,139.9336334203395
35.90149253866489,139.93235521188086
35.90162038835591,139.93634011223673
35.90427910887799,139.9352380689327
35.9028776691381,139.93487450940927
35.9005109574917,139.93559778859662
35.90329759373781,139.9345557080791
35.90441654823486,139.93683479393655
35.90196387166502,139.93865379692267
35.90343721734798,139.93900300056225
35.90039804143019,139.9360488820287
35.901480724147284,139.9380607471274
35.90328052436184,139.93742581330613
35.90143031318675,139.93689459311025
35.903477700490626,139.9373614795378
35.90385405180786,139.9332207597348
35.90137198510342,139.93481270034803
35.90164158779775,139.93221875339816
35.8997768821578,139.93278946982224
35.90037991425624,139.9351781880694
35.89885697265522,139.93379311200746
35.89981998752441,139.9348302964967
35.90418456725378,139.93371085688807
35.9049032592713,139.9354563448512
35.90160982602549,139.93802947211552
35.89886367591606,139.9336788188884
35.90297599704144,139.9380706307763
35.901321104589066,139.9338909851127
35.903646464942135,139.93781538286913
35.899810088029554,139.93376000955507
35.904717158986664,139.93552445070927
35.903595721168024,139.93841173601098
35.90121135884194,139.9327259312229
35.90036990220864,139.9347111419661
35.90361710982109,139.93486751866416
35.90128010271513,139.93243906843523
35.901518177117765,139.9372651245711
35.902133823644604,139.93862593159537
35.90347978976587,139.93267345731968
35.90350169090889,139.93297857545508
35.900668460931755,139.93815529084938
35.90327045423853,139.93493037452313
35.90246568828907,139.9364282289862
35.90077141078684,139.9325631269301
35.90178491621044,139.9324691293799
35.90296954770323,139.9396234627342
35.90044592569031,139.93610021830295
35.90084957901793,139.93875265257097
35.90344235494308,139.9370491202258
35.90231673045473,139.9358313459656
35.89927003851217,139.9324946396184
35.903658117521495,139.9329318009403
35.9028530565437,139.9397014211421
35.90012480513157,139.93611739176566
35.90016103072057,139.9362341795259
35.90288689822471,139.937979733906
35.900052011001385,139.93490478855298
35.90287080951874,139.93456541458158
35.90303421563986,139.93313751222797
35.90296168222892,139.93456970698008
35.90391105793006,139.93447809745714
35.90448834856247,139.93766368048142
35.8999180668074,139.93557765868175
35.90121989933523,139.93931088233288
35.904379242053714,139.93537198369262
35.8994685185261,139.93548716262026
35.899645452409,139.93437372063946
35.902882829120216,139.93204682399642
35.89983481630465,139.93426810826188
35.90102586862232,139.9389808705195
35.90273966364921,139.936181412743
35.90444139494833,139.93704544809708
35.90400000754907,139.93541645955793
35.90232097727666,139.9401495063174
35.90158688660352,139.93641155043315
35.903805110944944,139.93569879819722
35.90327556661593,139.93759411135864
35.89884070148654,139.93293025690653
35.90365690174627,139.93724794141184
35.899202642912556,139.9343565996813
35.900024113097174,139.9355883090994
35.90078818150411,139.9329851625467
35.90451210501419,139.93436348111769
35.90177303991669,139.93550614459824
35.90100711629552,139.93443022909253
35.904078617949445,139.93496122411318
35.90277672081448,139.9366642912523
35.90031833627648,139.93532844495843
35.90366422030059,139.9367504923284
35.902794389479766,139.93912545081446
35.90079125183249,139.93565939275652
35.90249730643474,139.93772560262596
35.904422083426084,139.93465913085626
35.90390529972125,139.93339280273486
35.89991047148918,139.9340597339682
35.9022721982655,139.93854549602653
35.90196331358196,139.93405927614882
35.9008429697633,139.935676005505
35.901018266735576,139.93430063382428
35.90236782499033,139.93301359944513
35.904161649892124,139.9382027308044
35.90317813103167,139.93918438376025
35.90041412117232,139.93539905380936
35.900473235887816,139.93691338610864
35.90177677551056,139.93255192644557
35.9028588593101,139.93222159698814
35.90396417082108,139.93626535578787
35.903204775962216,139.93263584106194
35.90184700057484,139.93442858315186
35.90010423164798,139.93536180238314
35.90164162009586,139.93974019228818
35.90040895195482,139.9331050700996
35.90151300779313,139.93685933960634
35.904454640587744,139.9340670532735
35.901589148136985,139.93261102974046
35.904493842168456,139.93489693391953
35.90103996635424,139.93423106462728
35.90126220910187,139.93739811223645
35.90341553391599,139.93497213375625
35.90281037706256,139.93612850895084
35.90249855216476,139.93255433799638
35.90372082625766,139.93758176442591
35.900621582176925,139.93538955126755
35.900972332778856,139.9363393595956
35.90373297467429,139.935786512638
35.903040284367584,139.93510866973332
35.900820293471746,139.9340312604128
35.901967626372446,139.9399547165476
35.90076873033346,139.93744309370572
35.90162135104866,139.93536593587643
35.89968109068465,139.9324395855097
35.901015002525526,139.93224168719422
35.903415784535746,139.93283371829176
35.90255053838482,139.93799982556158
35.901472753929006,139.93227585177158
35.90260373231468,139.93373164548436
35.90372583486101,139.9357379040402
35.90410052355258,139.9333301119358
35.89941121498712,139.93315361413445
35.903959597948585,139.933035707132
35.903050949725035,139.93339558963132
35.90378533072753,139.93861846979502
35.9031380566918,139.9325554424856
35.90293743901371,139.93254967716064
35.901095325682874,139.9322388766147
35.90130922092231,139.93716732684672
35.90295973225137,139.93702994386302
35.90105367779572,139.9343792632996
35.90088948111336,139.93285876671575
35.901349996906994,139.93255577533682
35.901506485816306,139.9337710527989
35.90377749803711,139.93638525098274
35.8996211037437,139.93574233502292
35.90318958866676,139.93682764655782
35.90163058506455,139.93496093690274
35.90430781502342,139.9376454887621
35.902307577299005,139.93997950159203
35.90477621363929,139.93572445120577
35.90182876923115,139.9342231191178
35.902088875929955,139.9362852727383
35.90269227991756,139.9361364469553
