x,y
37.77061305,-122.4719191
37.76804894,-122.4793823
37.76599381,-122.4807577
37.77066913,-122.508877
37.77060385,-122.4888264
37.77091942,-122.4585098
37.77242828,-122.4640936
37.77173505,-122.4723516
37.76600839,-122.5038374
37.77093188,-122.4744346
37.76812182,-122.4746149
37.76986094,-122.5049288
37.76597717,-122.476147
37.76866557,-122.4626533
37.76632954,-122.4710509
37.77038761,-122.4688608
37.77027513,-122.46305
37.76608394,-122.4686131
37.7700827,-122.5067919
37.76640635,-122.4652316
37.76604122,-122.4779457
37.77258686,-122.4588448
37.76535818,-122.4951664
37.76996131,-122.4868693
37.76630912,-122.4668855
37.76928793,-122.4620953
37.76942819,-122.4899829
37.76983058,-122.4811589
37.76873177,-122.4806949
37.7685807,-122.4964601
37.76619175,-122.5055685
37.76534252,-122.5099218
37.76614621,-122.4848748
37.76711348,-122.4595524
37.76828202,-122.4793809
37.7738408,-122.4559875
37.76587885,-122.4987048
37.76558784,-122.501841
37.7721661,-122.4640254
37.76803778,-122.4660462
37.76536457,-122.5069975
37.77032693,-122.4993456
37.77375391,-122.4599283
37.76486798,-122.5049862
37.76672746,-122.4758356
37.7660611,-122.4875738
37.77202024,-122.4558825
37.76781633,-122.5028212
37.76877182,-122.4746916
37.77189701,-122.4728172
37.77182053,-122.4689214
37.77040611,-122.4774518
37.76856065,-122.509128
37.77177591,-122.494521
37.77003681,-122.4671977
37.77231855,-122.4622989
37.77286407,-122.4604563
37.7678158,-122.494062
37.766892,-122.4750918
37.77084947,-122.4620364
37.7728861,-122.4670333
37.76583759,-122.4707645
37.77096156,-122.5104409
37.76810726,-122.4658901
37.76648986,-122.4930262
37.770463,-122.465927
37.76632934,-122.5020259
37.76880761,-122.4858857
37.76626844,-122.5021614
37.77145175,-122.4853693
37.764979,-122.5079832
37.77143216,-122.4794472
37.7687173,-122.4695919
37.76966532,-122.4792738
37.77120186,-122.491738
37.7681086,-122.4615401
37.76802174,-122.4705021
37.76931083,-122.4638025
37.7676647,-122.5040634
37.76569153,-122.4937232
37.76804096,-122.4790379
37.76661664,-122.5059505
37.76926697,-122.4765734
37.77181218,-122.4607304
37.76780694,-122.4927579
37.77079676,-122.465197
37.76996565,-122.51052
37.7711171,-122.4854422
37.76996568,-122.4990589
37.77386477,-122.4594881
37.76740588,-122.4734029
37.76512541,-122.4986964
37.7692541,-122.4946097
37.76667534,-122.5012784
37.77229691,-122.4794134
37.76874693,-122.4800279
37.76827024,-122.4917522
37.76507351,-122.5057347
37.76712124,-122.4952395
37.77335445,-122.4601649
37.76783237,-122.4751365
37.76573375,-122.4910455
37.76997628,-122.4986248
37.76663572,-122.4948648
37.76910588,-122.4865549
37.77063358,-122.4653269
37.77279061,-122.4725736
37.77228923,-122.4607786
37.77089269,-122.4745704
37.77302752,-122.458012
37.76880052,-122.4787854
37.77120134,-122.4679771
37.76765796,-122.5048398
37.77033203,-122.4787079
37.76579383,-122.4729893
37.7649853,-122.5063992
37.77284584,-122.4643694
37.76732328,-122.4676856
37.76657633,-122.4617795
37.77203753,-122.465535
37.77099078,-122.4715872
37.77122624,-122.491191
37.76722451,-122.4703794
37.76820102,-122.4570125
37.76902096,-122.4744503
37.76795562,-122.4833908
37.76927776,-122.4765864
37.76582879,-122.4984907
37.76698115,-122.4748986
37.76867221,-122.4879995
37.76664936,-122.5078111
37.77029716,-122.4892886
37.76644114,-122.5050061
37.76630968,-122.4815096
37.76949075,-122.5005544
37.76672216,-122.4600896
37.7689469,-122.4873073
37.76695122,-122.4556859
37.77146416,-122.46457
37.77072317,-122.4849605
37.76931617,-122.4751297
37.77092352,-122.4540743
37.76728963,-122.4647056
37.76951963,-122.4921492
37.76770772,-122.4711629
37.77125973,-122.4627724
37.7705617,-122.4887919
37.76822191,-122.4733747
37.76444642,-122.5074432
37.77173877,-122.4754275
37.76572935,-122.4842317
37.77003916,-122.4805998
37.76817188,-122.4945323
37.76974046,-122.4783301
37.76497114,-122.4910404
37.76729878,-122.4770721
37.77091215,-122.480655
37.77144542,-122.4980971
37.76757886,-122.4828353
37.76530082,-122.5059531
37.76660449,-122.4992905
37.76611243,-122.4978615
37.76913115,-122.5056418
37.76530691,-122.4981877
37.7669872,-122.4743527
37.7728345,-122.4560777
37.77083404,-122.4992798
37.76870043,-122.4939649
37.77140468,-122.4934114
37.76551168,-122.4966228
37.76628828,-122.4871958
37.77015179,-122.4890157
37.76657291,-122.4696591
37.77200207,-122.491152
37.76630909,-122.48413
37.76709178,-122.4604368
37.76515773,-122.5052127
37.77104944,-122.4633341
37.76743621,-122.5019301
37.77030938,-122.4782666
37.76680024,-122.4721558
37.77062204,-122.4720043
37.77252602,-122.477271
37.76977525,-122.4608917
37.76908464,-122.4754816
37.76946782,-122.4538868
37.7651605,-122.4910012
37.77134141,-122.4777801
37.76720356,-122.4761306
37.76768004,-122.5092235
37.76879328,-122.4681593
37.77103221,-122.4881075
37.76676374,-122.4636216
37.77146168,-122.4640413
37.76836588,-122.4607264
37.76869451,-122.5081981
37.76590558,-122.5058601
37.76742656,-122.4772408
37.76960052,-122.4718405
37.76766601,-122.459423
37.76870644,-122.4671872
37.77119649,-122.503324
37.77059875,-122.466128
37.7716264,-122.4603451
37.76472183,-122.4992168
37.77353793,-122.4567603
37.77099325,-122.4774899
37.7680093,-122.4570272
37.76684986,-122.4685855
37.77222649,-122.4691432
37.76666389,-122.4554034
37.77205404,-122.47232
37.77202182,-122.4834173
37.7702544,-122.4938006
37.76831702,-122.4870422
37.77011345,-122.4549848
37.76727246,-122.5064512
37.76539794,-122.495544
37.76880424,-122.5067893
37.76528211,-122.4928085
37.77173207,-122.4836066
37.7667284,-122.4601564
37.76973603,-122.5058998
37.76902013,-122.5017192
37.77182539,-122.4683453
37.76608981,-122.4881293
37.77037629,-122.4761963
37.76858856,-122.4897162
37.7703586,-122.499696
37.77004424,-122.4619354
37.77247038,-122.4589041
37.76770767,-122.5064923
37.76681473,-122.4594175
37.76749286,-122.5030671
37.77182833,-122.480294
37.76898338,-122.4784388
37.77129769,-122.4786124
37.7672455,-122.5015354
37.77264091,-122.4698102
37.76965848,-122.4676204
37.76522124,-122.4960123
37.7673223,-122.4699789
37.7652054,-122.4869898
37.77212846,-122.490233
37.76983682,-122.4836438
37.76750836,-122.4981039
37.77102291,-122.4888926
37.76537081,-122.5035508
37.76506642,-122.5012029
37.76732597,-122.4813748
37.76908289,-122.5056937
37.77189196,-122.4833688
37.76659903,-122.4582668
37.76901847,-122.4904362
37.76737966,-122.4720405
37.76891272,-122.49753
37.76658277,-122.4772466
37.76576463,-122.5017256
37.76703641,-122.4581001
37.76996374,-122.4636021
37.76827372,-122.4732021
37.76902065,-122.5064475
37.76693245,-122.4788931
37.76598309,-122.478504
37.76640235,-122.5077318
37.77206837,-122.4903007
37.77057879,-122.4800412
37.76993127,-122.5076111
37.76762333,-122.4971365
37.77204649,-122.4721715
37.76895503,-122.479134
37.76762127,-122.4992962
37.76636295,-122.4847838
37.77174402,-122.4585972
37.77329837,-122.4578631
37.76858924,-122.4918528
37.77154746,-122.466244
37.77187957,-122.4923035
37.76897146,-122.4560114
37.76866959,-122.4681692
37.77112518,-122.4778953
37.76976449,-122.4610132
37.7685228,-122.5017801
37.76813585,-122.487369
37.76789149,-122.4980819
37.77102248,-122.4922438
37.77035911,-122.5022615
37.769562,-122.495523
37.76878636,-122.4931096
37.7699261,-122.4943166
37.76891886,-122.455272
37.76631954,-122.4782173
37.77024775,-122.4936765
37.77047209,-122.5105315
37.77047529,-122.5092595
37.77223046,-122.459539
37.77134091,-122.4985707
37.76784158,-122.4941869
37.76749305,-122.4673625
37.76681516,-122.5081037
37.76911537,-122.4590796
37.76724736,-122.4597565
37.77104441,-122.478497
37.7667164,-122.5090888
37.77066903,-122.4555756
37.76493474,-122.5068676
37.76647591,-122.4746517
37.77419709,-122.4567155
37.77096732,-122.4866665
37.76815885,-122.4652046
37.77062827,-122.4575584
37.76885392,-122.4864905
37.76783723,-122.4704555
37.7683268,-122.4596066
37.77105685,-122.4835202
37.7697503,-122.4872778
37.76844117,-122.4997936
37.77158256,-122.4976126
37.77033017,-122.5057108
37.76622883,-122.4959059
37.76506652,-122.5003429
37.76658585,-122.5100571
37.77035378,-122.4659627
37.76923966,-122.4732315
